,tweet,is_sarcastic,no_stopwords,tokenized,tokenized_no_stopwords
1855,"fifa 15 is out next week. if u wish to speak to me, do so b4 i acquire a copy",0,"fifa 15 next week. u wish speak me, b4 acquire copy","fifa 15 is out next week . if u wish to speak to me , do so b4 i acquire a copy","fifa 15 next week . u wish speak me , b4 acquire copy"
1856,â€œi canâ€™t talk in front of men.â€ girls have so much to offer. but they are afraid to speak. #listentogirls: #listen #to #girls: ,0,â€œi canâ€™t talk front men.â€ girls much offer. afraid speak. #listentogirls: #listen #to #girls:,â€œi canâ€™t talk in front of men.â€ girls have so much to offer . but they are afraid to speak . # listentogirls : # listen # to # girls :,â€œi canâ€™t talk front men.â€ girls much offer . afraid speak . # listentogirls : # listen # to # girls :
1857,i feel so weird texting people who i dont text often. like how must i speak to you ,0,feel weird texting people dont text often. like must speak,i feel so weird texting people who i dont text often . like how must i speak to you,feel weird texting people dont text often . like must speak
1858,"if they use a block bot, they're not interested in dialogue. so don't speak to those people. speak to those who are willing. ",0,"use block bot, they're interested dialogue. speak people. speak willing.","if they use a block bot , they 're not interested in dialogue . so do n't speak to those people . speak to those who are willing .","use block bot , they 're interested dialogue . speak people . speak willing ."
1859,"goob job microsoft, good job. #minecraftovername      ",1,"goob job microsoft, good job. #minecraftovername","goob job microsoft , good job . # minecraftovername","goob job microsoft , good job . # minecraftovername"
1860,i'm gonna kick your ass u freaky girl! #bad #not #in #the #fucking #mood #gth ,1,i'm gonna kick ass u freaky girl! #bad #not #in #the #fucking #mood #gth,i 'm gon na kick your ass u freaky girl ! # bad # not # in # the # fucking # mood # gth,i 'm gon na kick ass u freaky girl ! # bad # not # in # the # fucking # mood # gth
1861,i always love emergency doctor appointments.  #myhealthsucks ,1,always love emergency doctor appointments. #myhealthsucks,i always love emergency doctor appointments . # myhealthsucks,always love emergency doctor appointments . # myhealthsucks
1862,i get to hear speak tonight! so excited! ,0,get hear speak tonight! excited!,i get to hear speak tonight ! so excited !,get hear speak tonight ! excited !
1863,i can't even speak to them face to face anyway so why would they need me ,0,can't even speak face face anyway would need,i ca n't even speak to them face to face anyway so why would they need me,ca n't even speak face face anyway would need
1864,want to speak english but my pronounciation so bad &gt;&lt; ,0,want speak english pronounciation bad &gt;&lt;,want to speak english but my pronounciation so bad & gt ; & lt ;,want speak english pronounciation bad & gt ; & lt ;
1865,"if i get to speak to such amazing people, i wouldn't know what i'd do, they're so sweet, and loving! #bumps5sosfancalls",0,"get speak amazing people, know i'd do, they're sweet, loving! #bumps5sosfancalls","if i get to speak to such amazing people , i would n't know what i 'd do , they 're so sweet , and loving ! # bumps5sosfancalls","get speak amazing people , know i 'd do , they 're sweet , loving ! # bumps5sosfancalls"
1866,i leave read receipts on so that you know when i don't want to speak with you any longer. ,0,leave read receipts know want speak longer.,i leave read receipts on so that you know when i do n't want to speak with you any longer .,leave read receipts know want speak longer .
1867,feel so bad but their are always so many dodgy people at bus stations. this creepy old guy with no t shirt on tried to speak to me ðÿ˜‘ ,0,feel bad always many dodgy people bus stations. creepy old guy shirt tried speak ðÿ˜‘,feel so bad but their are always so many dodgy people at bus stations . this creepy old guy with no t shirt on tried to speak to me ðÿ˜ ‘,feel bad always many dodgy people bus stations . creepy old guy shirt tried speak ðÿ˜ ‘
1868,i just took this photo so i look ugly because at the moment i go to sleep. (i don't speak english) ðÿ˜‹ #sefiesfornash #sefies #for #nash ,1,took photo look ugly moment go sleep. (i speak english) ðÿ˜‹ #sefiesfornash #sefies #for #nash,i just took this photo so i look ugly because at the moment i go to sleep . ( i do n't speak english ) ðÿ˜‹ # sefiesfornash # sefies # for # nash,took photo look ugly moment go sleep . ( i speak english ) ðÿ˜‹ # sefiesfornash # sefies # for # nash
1869,idk i thought you graduated high school so i was assuming you knew how to speak with proper grammar.. ,0,idk thought graduated high school assuming knew speak proper grammar..,idk i thought you graduated high school so i was assuming you knew how to speak with proper grammar ..,idk thought graduated high school assuming knew speak proper grammar ..
1870,i'll start studying at 5... ðÿ˜© #yeahright,1,i'll start studying 5... ðÿ˜© #yeahright,i 'll start studying at 5 ... ðÿ˜© # yeahright,i 'll start studying 5 ... ðÿ˜© # yeahright
1871,ever get so lazy it's work to even speak ,0,ever get lazy work even speak,ever get so lazy it 's work to even speak,ever get lazy work even speak
1872,so depressing having no one to speak to at night ,0,depressing one speak night,so depressing having no one to speak to at night,depressing one speak night
1873,a other meeting. i'm so fucking happy!!!!!!          ,0,meeting. i'm fucking happy!!!!!!,a other meeting . i 'm so fucking happy ! ! ! ! ! !,meeting . i 'm fucking happy ! ! ! ! ! !
1874,i love those who want me to be #ashamed and then make themselves become a joke.  #hsgirl ,1,love want #ashamed make become joke. #hsgirl,i love those who want me to be # ashamed and then make themselves become a joke . # hsgirl,love want # ashamed make become joke . # hsgirl
1875,if i had vine i would speak in spanish to confuse you faye so meh ,0,vine would speak spanish confuse faye meh,if i had vine i would speak in spanish to confuse you faye so meh,vine would speak spanish confuse faye meh
1876,"i get so nervous to speak to people now, i can't even get my words out wtf ",0,"get nervous speak people now, can't even get words wtf","i get so nervous to speak to people now , i ca n't even get my words out wtf","get nervous speak people now , ca n't even get words wtf"
1877,thank you so much for your time today. please stay safe and i hope to speak with you again. pags ,0,thank much time today. please stay safe hope speak again. pags,thank you so much for your time today . please stay safe and i hope to speak with you again . pags,thank much time today . please stay safe hope speak again . pags
1878,i love that fog where u can't see 4 feet in front of you. #not,1,love fog u can't see 4 feet front you. #not,i love that fog where u ca n't see 4 feet in front of you . # not,love fog u ca n't see 4 feet front you . # not
1879,i have a lot of pinoy friends so i wanted to learn how to speak tagalog so that i can talk to them 0i have alot to say when people speak to me . but i carelessly speak so i dont say anything .,0,lot pinoy friends wanted learn speak tagalog talk 0i alot say people speak . carelessly speak dont say anything .,i have a lot of pinoy friends so i wanted to learn how to speak tagalog so that i can talk to them 0i have alot to say when people speak to me . but i carelessly speak so i dont say anything .,lot pinoy friends wanted learn speak tagalog talk 0i alot say people speak . carelessly speak dont say anything .
1880,don't you just love when people put 0 effort into things.. tweet ðÿ˜,1,love people put 0 effort things.. tweet ðÿ˜,do n't you just love when people put 0 effort into things .. tweet ðÿ˜,love people put 0 effort things .. tweet ðÿ˜
1881,"i'm going to examine this mouth to figure out how it works so i can speak, and you're next! park ",0,"i'm going examine mouth figure works speak, next! park","i 'm going to examine this mouth to figure out how it works so i can speak , and you 're next ! park","i 'm going examine mouth figure works speak , next ! park"
1882,i wouldn't think so unless it was the kind where they don't speak/respond and he doesn't appear that way to me. ,0,think unless kind speak/respond appear way me.,i would n't think so unless it was the kind where they do n't speak/respond and he does n't appear that way to me .,think unless kind speak/respond appear way me .
